Ourmodel,Hypothesis,Predictions,Filename
हेलो बूसी बुक्सवेद अंजली चैनल पर आपका स्वागत है आज की कहानी है यह भी कोई खाना है,हेलो बूसी बुक्सवेद अंजली चैनल पर आपका स्वागत है आज की कहानी है यह भी कोई खाना है,हेलो दूसी बुक्स वेद अंजलि चैनल पर आपका स्वागत है आज की कहानी है यह भी कोई खाना है,0520112024_0094_chunk_001
सगीरा ीासि दिकाकोनती,सगीरा ीासि दिकाकोनती,तीन हज़ार तीन हज़ार तीन हज़ार तीन हज़ार तीन हज़ार तीन सौ रुपए तीन हज़ार तीन सौ रुपए,0520112024_0094_chunk_002
बरा,बरा,हाँ,0520112024_0094_chunk_003
हल परागे और दान की सबजी भी कोई ाका है मै ा ह जो े जी का बतरके हैसके,हल परागे और दान की सबजी भी कोई ाका है मै ा ह जो े जी का बतरके हैसके,सर सागे और दान की सब्ज़ी भी कोई आपका है मैं दस हज़ार जो दस हज़ार जी का बतर के है आपके,0520112024_0094_chunk_004
बरामदेने चलीक,बरामदेने चलीक,सर हम लेने चाहिए,0520112024_0094_chunk_005
इसमे हते ममा लेकसेूूगल ये े मूदतो एच वे कैसे लगते है हर वापसासप  बनाई,इसमे हते ममा लेकसेूूगल ये े मूदतो एच वे कैसे लगते है हर वापसासप  बनाई,इसमें ऐतिहासिक नींव होती है मोटरसाइकिल में ये कैसे लगती है फिर मास्क पहनाई जाएगी,0520112024_0094_chunk_006
आगेदे मागे मसही मतदारा मै बताहा सीरानेस,आगेदे मागे मसही मतदारा मै बताहा सीरानेस,हाँ जी जी माँ जी मैं सही मत कर रहा हूँ मैं बता रहा हूँ सीधा में,0520112024_0094_chunk_007
सू कभी चुकर हाी,सू कभी चुकर हाी,हम्म,0520112024_0094_chunk_008
समार का ाऔर आज बरादे और बैग की सब्जी थी बीमा दे सा साजीतियो की फौज चली जा रही थी,समार का ाऔर आज बरादे और बैग की सब्जी थी बीमा दे सा साजीतियो की फौज चली जा रही थी,समारे का झा और आज बुरादे और बैग की सब्जी थी बीमादेव साहब साहब सिद्धियों की फौज चली जा रही थी,0520112024_0094_chunk_010
ो बहचा सभीा सब बच्चे खाना खार है ै ठीकनी,ो बहचा सभीा सब बच्चे खाना खार है ै ठीकनी,बच्चे छः बच्चे है सब बच्चे खाना खा रहे हैं ठीक ठीक,0520112024_0094_chunk_011
सभीराने काहा मुझे न परा ही पसंद है मसबजी  मैं खाना नी खाऊंगी,सभीराने काहा मुझे न परा ही पसंद है मसबजी  मैं खाना नी खाऊंगी,सभी धामी ने कहा मुझे ना पेड़ा ही पसंद है मतलब जी मैं खाना नहीं खाऊंगी,0520112024_0094_chunk_012
ठीक कहा भाला सरजिया भी कोई खाता है ठीकयोने उसकी बात मे हा मिलआई,ठीक कहा भाला सरजिया भी कोई खाता है ठीकयोने उसकी बात मे हा मिलआई,ठीक है हाँ हाँ हाँ हाँ जी कोई खाता है ठीक है हाँ हाँ मैं भाई,0520112024_0094_chunk_013
वे बड़ी सावधानी से एक  चटटा हे जा रही है नहोने उसका ेक काम अलग कर सगिराको दिया ये,वे बड़ी सावधानी से एक  चटटा हे जा रही है नहोने उसका ेक काम अलग कर सगिराको दिया ये,तो ये बड़ी सावधानी से एकएक चट्टाई से जा रही थीं उन्होंने उसका एक काम अलग करके गिरा को दिया ये,0520112024_0094_chunk_014
हाँ तो देखो बहुत स्वादिश है,हाँ तो देखो बहुत स्वादिश है,हाँ देखो बहुत स्वादिष्ट है,0520112024_0094_chunk_015
सिजों का कॉपर,सिजों का कॉपर,किसी चीज़ों का कॉपर,0520112024_0094_chunk_016
जी जी मुझे ही कहहा तुमदा सा से जाा कहते हुए समीरा दभी जी की और दौड़ गमहा रंदिरंगे सू केलेदे सिलिना ी,जी जी मुझे ही कहहा तुमदा सा से जाा कहते हुए समीरा दभी जी की और दौड़ गमहा रंदिरंगे सू केलेदे सिलिना ी,जीजी मुझे यहीं कहा तुम दास हिसाब से जा कहते हुए समीरा दवे जी की और दौड़ कर वहां रंग रंगे सूखेले से ले ना,0520112024_0094_chunk_017
से दूसरे फोपर मासरी राभे काी स ारियों बाएकसीचरेसमीा,से दूसरे फोपर मासरी राभे काी स ारियों बाएकसीचरेसमीा,सर दूसरे फोर पर माइस्चर ही तो आप भी चालीस छाछ कर दीजिए बाईस फीचर है इसमें,0520112024_0094_chunk_018
क्या हआ सब बच्चे कामा रही हैी हैं तोकयन,क्या हआ सब बच्चे कामा रही हैी हैं तोकयन,क्या है सब बच्चे कामा रहे हैं तो क्या है,0520112024_0094_chunk_019
समीा नी जा मुझहा करानी सनमै ाा नहीं ंी ालो साभी कोई ापाह,समीा नी जा मुझहा करानी सनमै ाा नहीं ंी ालो साभी कोई ापाह,तब नहीं आनी चाहिए मुझे करानी है सर मैं अच्छा नहीं टाइम लो सभी को ही खा पाएंगे,0520112024_0094_chunk_020
उसपर े कहवा पथा था कोबने कहा सिरिसमीला सकजे नाा ग है ुयन,उसपर े कहवा पथा था कोबने कहा सिरिसमीला सकजे नाा ग है ुयन,उसको फिर कहाँ आप कहाँ था उन्होंने कहा फिर इसमें ला सकते हैं ना क्या है क्या,0520112024_0094_chunk_024
सीरादे फिर कभी जबाब दि मुझ न करा दे कसदेए न सब जी ने खना नह ाऊंगी,सीरादे फिर कभी जबाब दि मुझ न करा दे कसदेए न सब जी ने खना नह ाऊंगी,सीधा दे फिर कभी जवाब दे मुझे ना करा दे कस्टमर है ना सब जी नहीं करना मैं आऊंगी,0520112024_0094_chunk_025
ी पा हाला सबजिया भी कोई हाा ै तोहेने कुसकी बात म हा मिला जी मैं तुमे एक अच्छी चीज़,ी पा हाला सबजिया भी कोई हाा ै तोहेने कुसकी बात म हा मिला जी मैं तुमे एक अच्छी चीज़,जी हाँ हाँ हाँ सब्ज़ियाँ भी तो है हाँ हाँ तो मैंने कुछ उसकी बात मतलब जी मैं तुम्हे एक अच्छी चीज थी,0520112024_0094_chunk_026
ी जीिनाददा है अपना जूहा तुनी रजिलाती बीस दा हा से दौर भेमहे एक भिकाक,ी जीिनाददा है अपना जूहा तुनी रजिलाती बीस दा हा से दौर भेमहे एक भिकाक,जी ज्यादा है अपने जोधपुर में तो नहीं ज्यादा बीस ज्यादा हाँ उससे और उसमें एक देखा जाएगा,0520112024_0094_chunk_028
साथ खड़ी हो गई मही कुछ हारे या बैटी वे बो अरसया,साथ खड़ी हो गई मही कुछ हारे या बैटी वे बो अरसया,हाँ तो खड़ी हो गई मैं भी कुछ आ रही हूँ बेटी बहुत और ऐसा है,0520112024_0094_chunk_029
सब बुचेक मनथवा रही है तोकय नही समिराहे कहा मुझे पराथे पसं ैनससबसेमैं ाना नही खाी,सब बुचेक मनथवा रही है तोकय नही समिराहे कहा मुझे पराथे पसं ैनससबसेमैं ाना नही खाी,सब मुझे एक मंथवारी है तो क्या नहीं समझ रहे है कहा मुझे पड़ा था पसंद है ना सब से मैं यानि नहीं खाई,0520112024_0094_chunk_030
पौष्टिक है समरानेए एक दाना चबाया और मूर बनाए येै तो बहुत सथे और मेरे लिए बहुत थोड़े,पौष्टिक है समरानेए एक दाना चबाया और मूर बनाए येै तो बहुत सथे और मेरे लिए बहुत थोड़े,पौष्टिक है समाना ने एक दाना चबाया और मूंग बनाया ये तो बहुत सा था और मेरे लिए बहुत थोड़े,0520112024_0094_chunk_032
बो,बो,वह,0520112024_0094_chunk_035
मैं खाना नहीं का,मैं खाना नहीं का,मैं खाना नहीं का,0520112024_0094_chunk_037
भी ची होकी है,भी ची होकी है,ठीक है ठीक है,0520112024_0094_chunk_039
वह जो तुम्हारे पास कोहर की चावी है उसके साथ,वह जो तुम्हारे पास कोहर की चावी है उसके साथ,वह जो तुम्हारे पास कोहर की चावी है उसके साथ,0520112024_0094_chunk_040
मझा आ जाएगा ितनी कुछ किसमतो समीला काश मैं पाटक के अंदर आ सकती समीरागे तम वा कर ताहूँ मुझे को,मझा आ जाएगा ितनी कुछ किसमतो समीला काश मैं पाटक के अंदर आ सकती समीरागे तम वा कर ताहूँ मुझे को,अच्छा आ जाएगा कितनी कुछ किश्त तो फंगिला है अच्छा मैं पार्टक के अन्दर आ सकती हूँ फंगिला के तो मंगवा करता हूँ मुझे तो,0520112024_0094_chunk_041
गा साजमकामीनी काये तो बहुत अच्छा है की काटत बंद है ब केसत बहुत सुंदर होते है मै नहीं,गा साजमकामीनी काये तो बहुत अच्छा है की काटत बंद है ब केसत बहुत सुंदर होते है मै नहीं,हाँ सर जमशेदपुर मेनी कहा है ये तो बहुत अच्छा है कि काटते बंद है बट केसेज बहुत सुन्दर होता है नहीं,0520112024_0094_chunk_042
और बै ठीक भी अच्छा ये मे सोच कर जी से खा रखा देलगी जैसे देखिए आपको ेगा हही या आगे नुमन,और बै ठीक भी अच्छा ये मे सोच कर जी से खा रखा देलगी जैसे देखिए आपको ेगा हही या आगे नुमन,और भैया ठीक है भैया अच्छा है ये मैंने सोच कर जैसे खा रखा है लेकिन जैसे देखिए आप को तो एकाध ही आ गया है नो मैम,0520112024_0094_chunk_044
नकाकभी हैअगर हाँ तो फेर अपनी बार ससाने कोई याद करेगा शा ाने का सा गोन से,नकाकभी हैअगर हाँ तो फेर अपनी बार ससाने कोई याद करेगा शा ाने का सा गोन से,नहीं-नहीं अगर हाँ तो फिर अपनी बार छानने को ही याद करेगा चाहने का चाहने को,0520112024_0094_chunk_045
भिर मिलेंगे एक नई कहानी के साथ भई ब टि केर,भिर मिलेंगे एक नई कहानी के साथ भई ब टि केर,फिर मिलेंगे एक नई कहानी के साथसाथ भाई पी टिकेर,0520112024_0094_chunk_046
हेलो बच्चों कैसे हैं आप लोग आज जै संडे और हम पढ़ेंगे एक मजेदार कहानी एट लालजी चूहे की कहानी लालजी चूहे जीएबे,हेलो बच्चों कैसे हैं आप लोग आज जै संडे और हम पढ़ेंगे एक मजेदार कहानी एट लालजी चूहे की कहानी लालजी चूहे जीएबे,हेलो बच्चो कैसे हैं आप लोग आज जय संडे और हम पढ़ेंगे एक मज़ेदार कहानी एट लालजी चूहे की कहानी लालजी चूहे जी भैया,0520112024_0095_chunk_001
शूहे जी को एक बड़ा सा बनन मिला,शूहे जी को एक बड़ा सा बनन मिला,रिहरी जी को एक बड़ा परमाणु मिला है,0520112024_0095_chunk_002
मैं इस बन को घर ले जाऊंगा वह बोले न्होंने बन को पीछे से खिसकाया बन नहीं हिला उन्होंने आगे से खींचा,मैं इस बन को घर ले जाऊंगा वह बोले न्होंने बन को पीछे से खिसकाया बन नहीं हिला उन्होंने आगे से खींचा,मैं इस बन को घर ले जाउंगा वह बोले बन ने बन को पीछे से खिसकाया बन नहीं हिला उन्हों ने आगे से खींचा,0520112024_0095_chunk_003
बन नहीं हिला डाय से धक्का दिया बन नहीं हिला बन के पीछे से भागे और बायए से धक्का दिया पर बर,बन नहीं हिला डाय से धक्का दिया बन नहीं हिला बन के पीछे से भागे और बायए से धक्का दिया पर बर,बन नहीं हिला बन से धक्का दिया बन नहीं हिला बन के पीछे से भागे और बाए से धक्का दिया पर बर,0520112024_0095_chunk_004
नहीं है,नहीं है,नहीं,0520112024_0095_chunk_005
मैं इस पर रसी बालूँगा इसे खींच कर घर ले जाऊंगा जयूहै जी दोड़कर घर से रसी ले आए पर,मैं इस पर रसी बालूँगा इसे खींच कर घर ले जाऊंगा जयूहै जी दोड़कर घर से रसी ले आए पर,मैं इसे पर रस्सी मंगा लूँगा इसे खींच कर घर ले जाऊंगा जो है जी दौड़ कर घर से रस्सी ले आए पर,0520112024_0095_chunk_006
वह छोटी पड़ गई वह वापस गए और लंबी रसीलाए बंद को बाधा और खीचा और खीचा पर बन नहीं,वह छोटी पड़ गई वह वापस गए और लंबी रसीलाए बंद को बाधा और खीचा और खीचा पर बन नहीं,वह छोटी पड़ गई वह वापस गयी और लम्बी रसीलाए बंद को बांधा और खिचा पर बंद नहीं,0520112024_0095_chunk_007
ा चयूरेजी बैड है और थोड़ा सा बन कुतरा व चा स्वाद था थोड़ा और खाया थोड़ा और और फिर थोड़ा और बा छोटा,ा चयूरेजी बैड है और थोड़ा सा बन कुतरा व चा स्वाद था थोड़ा और खाया थोड़ा और और फिर थोड़ा और बा छोटा,अच्छा चूरेजी बेड है और थोड़ा सा बंद कुतरा बहुत अच्छा स्वाद था थोड़ा और खाया थोड़ा और फिर थोड़ा और बहुत छोटा,0520112024_0095_chunk_008
ता गया आप बन को हलका सा धरका दिया और मैं सीधे लुडकता हुआ अपने घर के अंदर चुेजी पड़े खुश पूरा का पूरा,ता गया आप बन को हलका सा धरका दिया और मैं सीधे लुडकता हुआ अपने घर के अंदर चुेजी पड़े खुश पूरा का पूरा,ता गया आप बल को हल्का सा धरका दिया और मैं सीधे लुढ़कता हुआ अपने घर के अंदर जुहे जी पड़े कुछ पूरा का पूरा,0520112024_0095_chunk_009
बन सही सलामत उनके घर में था,बन सही सलामत उनके घर में था,बन शही सलामत उनके घर में था,0520112024_0095_chunk_010
पर उन्होंने इतना बनखाया था कि उनका पेट इतना इतना बड़ा हो गया,पर उन्होंने इतना बनखाया था कि उनका पेट इतना इतना बड़ा हो गया,पर उन्होंने इतना बनखाया था कि उनका पेट इतना इतना बड़ा हो गया,0520112024_0095_chunk_011
चुहए जी ने खुद को बड़ा धकका लगाया पर अपने घर में नहीं घूच पाए,चुहए जी ने खुद को बड़ा धकका लगाया पर अपने घर में नहीं घूच पाए,चुहे जी ने खुद को बड़ा धक्का लगाया पर अपने घर में नहीं घूस पाए,0520112024_0095_chunk_012
अपने घर के बाहर चहे की पेट पकड़ कर बैठ गए इतना सारा बन नहीं खाना चाहिए था मुझे किसी के साथ,अपने घर के बाहर चहे की पेट पकड़ कर बैठ गए इतना सारा बन नहीं खाना चाहिए था मुझे किसी के साथ,अपने घर के बाहर चाय की पेट पकड़ कर बैठ गए इतना सारा बंद नहीं खाना चाहिए था मुझे किसी के साथ,0520112024_0095_chunk_013
बाट लेता ह तो कितना अच्छा होता,बाट लेता ह तो कितना अच्छा होता,बाट लेता हो तो कितना अच्छा होता,0520112024_0095_chunk_014
तो कैसी लगे आपको ये कहा नी और सीख क्या मिलइस कहान से लालेज बूरी बला है लालेच नहीं करना चाहिए,तो कैसी लगे आपको ये कहा नी और सीख क्या मिलइस कहान से लालेज बूरी बला है लालेच नहीं करना चाहिए,तो कैसी लगे आपको ये कहानी और सीख क्या मिलेगी इस कहानी से लालेज भूरी वाला है लालेज नहीं करना चाहिए,0520112024_0095_chunk_015
तो फिर मिलेंगे नेक्स संडे नई कहानी के साथ वाई बाय टीक केर,तो फिर मिलेंगे नेक्स संडे नई कहानी के साथ वाई बाय टीक केर,तो फिर मिलेंगे नेक्स संडे नई कहानी के साथ वाईबाय टीकेड,0520112024_0095_chunk_016
वे नाला कूे,वे नाला कूे,वे नाला को,0520112024_0096_chunk_003
हंडर का कर गया मैदामी पत्थर पड़ा था धो कर लेंगे तो गिर पड़ा,हंडर का कर गया मैदामी पत्थर पड़ा था धो कर लेंगे तो गिर पड़ा,हंडर का कर गया मगर में पत्थर पड़ा था धो कर लेंगे तो गिर पड़ा,0520112024_0096_chunk_004
नैरूनी लगा,नैरूनी लगा,हम्म,0520112024_0096_chunk_005
बलदर ने तै समलाया भेचित न हुआ,बलदर ने तै समलाया भेचित न हुआ,बलिदास ने यह समय पर चित्र में हुआ,0520112024_0096_chunk_006
मारो बटय भी होने लगेगा,मारो बटय भी होने लगेगा,अरे बटर भी होने लगेगा,0520112024_0096_chunk_008
हा ही वह भी हसने लगा ये कहानी बच्चों आपको कैसे लगी आइए उस कहानी पे कुछ आसान से प्रश्न,हा ही वह भी हसने लगा ये कहानी बच्चों आपको कैसे लगी आइए उस कहानी पे कुछ आसान से प्रश्न,हां हि वह भी हँसने लगा ये कहानी बच्चों आपको कैसी लगी है इस कहानी पे कुछ आसान से प्रश्न,0520112024_0096_chunk_009
कोस कर देती है,कोस कर देती है,कोर्स कर देती है,0520112024_0096_chunk_010
यह किसकी कहानी है,यह किसकी कहानी है,ये किसकी कहानी है,0520112024_0096_chunk_011
ये है यी रंग के बच्चे की कहानी है ीरंका बच्चा याक रहा है ीरं का बच्चा कौ  रहा है,ये है यी रंग के बच्चे की कहानी है ीरंका बच्चा याक रहा है ीरं का बच्चा कौ  रहा है,ये है ये रंग के बच्चे की कहानी है कि हीरंग का बच्चा याक रहा है हीरंग का बच्चा कह रहा है,0520112024_0096_chunk_012
हिरंगे बच्चे ने किसे पीछे छोड़ा हीर के बच्चे ने हरगोश और हाथी को पीछे छोड़ा िरंके बच्चे को छोड,हिरंगे बच्चे ने किसे पीछे छोड़ा हीर के बच्चे ने हरगोश और हाथी को पीछे छोड़ा िरंके बच्चे को छोड,हिरंगे बच्चे ने किससे पीछे छोड़ा हिर के बच्चे ने हरगोश और हाथी को पीछे छोड़ा हिरंगे बच्चे को छोड़,0520112024_0096_chunk_013
कैसे लगी,कैसे लगी,कैसे लगें,0520112024_0096_chunk_014
नीर के बच्चो को पत्थर से तकराने से चोट लगी निरर के बच्चो को किसने रसाया ीर के बच्चो को उसकीमा,नीर के बच्चो को पत्थर से तकराने से चोट लगी निरर के बच्चो को किसने रसाया ीर के बच्चो को उसकीमा,नहीर के बच्चो को पत्थर से टकराने से चोट लगी नहीर के बच्चो को किसने रसाया नहीर के बच्चो को उसकी माँ,0520112024_0096_chunk_015
ी होसा या,ी होसा या,अच्छा भैया,0520112024_0096_chunk_016
दीजिो देखने के रिएधन्यवाद चैनल को सब्सक्राइब करिएगा वीडियो को शेयर करिएगा ठीक किपर भाई,दीजिो देखने के रिएधन्यवाद चैनल को सब्सक्राइब करिएगा वीडियो को शेयर करिएगा ठीक किपर भाई,जी जी ओ देखने के लिए धन्यवाद चैनल को सब्सक्राइब करिएगा वीडियो को शेअर करिएगा ठीक है ठीक है भाई,0520112024_0096_chunk_017
और उसमें गाव हो गया,और उसमें गाव हो गया,और उसमे गाँव होगा,0520112024_0097_chunk_003
और वह विचलित होटा,और वह विचलित होटा,और वह विचलित होता,0520112024_0097_chunk_005
अब उसके मुख में भी खाव हो गया और खूल निकलने लगा अब इस दर्द से परेशान होकर उस आरी,अब उसके मुख में भी खाव हो गया और खूल निकलने लगा अब इस दर्द से परेशान होकर उस आरी,अब उस के मोख में भी खाव हो गया और फूल निकलने लगा अब इस दर्द से परेशान होकर उस आ रही,0520112024_0097_chunk_007
को सबक सिखाने के लिए उसने पूरे शरीर को उस सांपने,को सबक सिखाने के लिए उसने पूरे शरीर को उस सांपने,को सबक सिखाने के लिए उसने पूरे शरीर को सांपने,0520112024_0097_chunk_008
इ बार हम थोड़ा सा आहात होने पर आवेश में आकर सामने वाले को सबक सिखाने के लिए अपने आपको अत्याधिक नुकसानै,इ बार हम थोड़ा सा आहात होने पर आवेश में आकर सामने वाले को सबक सिखाने के लिए अपने आपको अत्याधिक नुकसानै,इस बार हम थोड़ासा आहत होने पर आवेश में आकर सामने वाले को सबक सिखाने के लिए अपने आप को अत्याधिक नुकसान करें,0520112024_0097_chunk_011
पहुंचा देते हैं,पहुंचा देते हैं,पहुँचा देते हैं,0520112024_0097_chunk_012
इस कहानी से हमें यह शिक्षा मिलती है कि क्रोध से हानी और पस्तावे के अतिरिक्त,इस कहानी से हमें यह शिक्षा मिलती है कि क्रोध से हानी और पस्तावे के अतिरिक्त,इस कहानी से हमें यह शिक्षा मिलती है कि क्रोध से हानि और प्रस्तावे के अतिरिक्त,0520112024_0097_chunk_013
अगले वीडियो में तब तक के लिए धन्यवाद,अगले वीडियो में तब तक के लिए धन्यवाद,अगले वीडियो में तब तक के लिए धन्यवाद,0520112024_0097_chunk_016
अक्सर आप लोगों को ममीपापा टीचर कहते रहते होंगे टेबल से याद करो टेबल से आद करो क्यों करो,अक्सर आप लोगों को ममीपापा टीचर कहते रहते होंगे टेबल से याद करो टेबल से आद करो क्यों करो,अक्सर आप लोगों को मम्मी-पापा टीचर कहते रहते होंगे टेबल से याद करो टेबल से याद करो क्यों करो,0520112024_0098_chunk_002
लेकिन करो कयोटीबुल से,लेकिन करो कयोटीबुल से,लेकिन करो को,0520112024_0098_chunk_003
कुछ छोटी रेलगाड़ी में घूमना हू मैं अपना हाथ उठाए सभी एक साथ चलाए मैं मैं सर मैं,कुछ छोटी रेलगाड़ी में घूमना हू मैं अपना हाथ उठाए सभी एक साथ चलाए मैं मैं सर मैं,कुछ छोटी रेलगाड़ी में घूमना हूँ मैं अपने हाथ उठाए सभी एक साथ चलाए मैं मैं सर मैं,0520112024_0098_chunk_006
इससे पहले की छत्तीस के छत्तीस छात्र उसमें बैठ पाते छोटी रेलगाड़ी में बैठने की जगह ही नहीं बची फिर गाड़ी,इससे पहले की छत्तीस के छत्तीस छात्र उसमें बैठ पाते छोटी रेलगाड़ी में बैठने की जगह ही नहीं बची फिर गाड़ी,इससे पहले की छत्तीस के छत्तीस छात्र उसमें बैठ पाते छोटी रेलगाड़ी में बैठने की जगह ही नहीं बची फिर गाड़ी,0520112024_0098_chunk_007
नी चोर की सीटी मारी और चल पड़ी चौथी कक्षा के बच्चे हुए विद्यार्थियों को अगले चक्कर का इंतजार करना पड़ा,नी चोर की सीटी मारी और चल पड़ी चौथी कक्षा के बच्चे हुए विद्यार्थियों को अगले चक्कर का इंतजार करना पड़ा,निचोर की सीढ़ी मारी और चल पड़ी चौथी कक्षा के बच्चे हुए विद्यार्थियों को अगले चक्कर का इंतजार करना पड़ा,0520112024_0098_chunk_008
इसके बाद बारी थी पड़े से पढ़ियए जैसे गोल घूमने वाले झूले की समारी की झूले मे कई दिक,इसके बाद बारी थी पड़े से पढ़ियए जैसे गोल घूमने वाले झूले की समारी की झूले मे कई दिक,झूले के बाद बारी थी पड़े से पड़ी है जैसे गोल घूमने वाले झूले की संवारी की झूले में कई,0520112024_0098_chunk_009
और हर एक डिब्बे में दो लोगों के बैटने की जगे नीलू ने देखा कि एक टिकेट दो लोगों केी,और हर एक डिब्बे में दो लोगों के बैटने की जगे नीलू ने देखा कि एक टिकेट दो लोगों केी,और हर एक डिब्बे में दो लोगों के बैठने की जगह नीलू ने देखा कि एक टिकेट दो लोगों के,0520112024_0098_chunk_010
है इससे पहले की सर बच्चों की गिनती शुरू करते ये दूने छट पर अपनी कक्षा के बच्चों को दो दो,है इससे पहले की सर बच्चों की गिनती शुरू करते ये दूने छट पर अपनी कक्षा के बच्चों को दो दो,कि इससे पहले की सर बच्चों की गिनती शुरू कर दी ये दूसरी छठ पर अपनी कक्षा के बच्चों को दो-दो,0520112024_0098_chunk_011
की जोड़ियों में बाट दिया,की जोड़ियों में बाट दिया,की जोड़ियों में बांट दिया,0520112024_0098_chunk_012
यहां पे यिलू ने टू के टेबल का इस्तेमाल करा टू फोर सिक्स एट तेन ऐसे करके गिनती करी और जल्दी से उसे,यहां पे यिलू ने टू के टेबल का इस्तेमाल करा टू फोर सिक्स एट तेन ऐसे करके गिनती करी और जल्दी से उसे,यहाँ पे येल्लो ने टू के टेबल का इस्तेमाल करा टू फोर सिक्स ऐट तेन ऐसे कर के गिनती करी और जल्दी से उसे,0520112024_0098_chunk_014
जवा मिल गया चक्कर वाले झूले पर हरेक घोड़े पर तीन तीन लोग बैठ सकते हैं,जवा मिल गया चक्कर वाले झूले पर हरेक घोड़े पर तीन तीन लोग बैठ सकते हैं,जवाब मिल गया चक्कर वाले झूले पर हर एक घोड़े पर तीनतीन लोग बैठ सकते हैं,0520112024_0098_chunk_015
वेटू कक्षा के ए दूसरे बच्चों को जताना चाहता है कि वह कितना अकलमंद है इसलिए उसने तीन के गुणकों में,वेटू कक्षा के ए दूसरे बच्चों को जताना चाहता है कि वह कितना अकलमंद है इसलिए उसने तीन के गुणकों में,वय टू कक्षा के एक दूसरे बच्चों को जताना चाहता है कि वह कितना अकलमंद है इसलिए उसने तीन के गुणकों में,0520112024_0098_chunk_016
गिनती शुरू की तीन छः नौ छत्तिस सरने पूछा हमें कितने गोड़े चाहिए बारह पिटूने सिर उठाकर जब आप दादा,गिनती शुरू की तीन छः नौ छत्तिस सरने पूछा हमें कितने गोड़े चाहिए बारह पिटूने सिर उठाकर जब आप दादा,गिनती शुरू की तीन छः नौ छत्तीस सर ने पूछा हमें कितने वोड़े चाहिए बारह फिटोनी सिर उठा कर जब आप ज़्यादा,0520112024_0098_chunk_017
यहां पर बिटटू ने थ्री के टेबल का इस्तेमाल करा थ्री सेस नाइन करके और जल्दी से उसे जवाब मे गया टवेल,यहां पर बिटटू ने थ्री के टेबल का इस्तेमाल करा थ्री सेस नाइन करके और जल्दी से उसे जवाब मे गया टवेल,यहाँ पर बिट्टू ने थ्री के टेबल का इस्तेमाल करा थ्री से उस नाइन कर के और जल्दी से उसे जवाब में गया टेबल,0520112024_0098_chunk_018
ट्वेल थ्रीजा थरटीसिक्स फिर दिन ढलने को आया सब थब चुकी थी सरकार सारा ध्यान इस बात में लगा,ट्वेल थ्रीजा थरटीसिक्स फिर दिन ढलने को आया सब थब चुकी थी सरकार सारा ध्यान इस बात में लगा,ट्वेल्थ थ्री साथ थर्टी सिक्स फिर दिन ढलने को आया सब थक चुकी थी सरकार सारा ध्यान इस बात में लगाए,0520112024_0098_chunk_019
था कि सभी छत्तीस के छत्तीस थर्टी सिक्स के थ्टी सिक्स बच्चे बस में वापस लौटाए इस बार गीदू गिनती करना चाहती थी,था कि सभी छत्तीस के छत्तीस थर्टी सिक्स के थ्टी सिक्स बच्चे बस में वापस लौटाए इस बार गीदू गिनती करना चाहती थी,था कि सभी छत्तीस के छत्तीस थर्टी सिक्स के थर्टी सिक्स बच्चे बस में वापस लौट आए इस बार गेंदो गिनती करना चाहती थी,0520112024_0098_chunk_020
उसने देखा कि बस में हर कतार में चार सीटें हैं चार चार की सीटों की लाइंस कसीइसलिए उसने ूची,उसने देखा कि बस में हर कतार में चार सीटें हैं चार चार की सीटों की लाइंस कसीइसलिए उसने ूची,उसने देखा कि बस में हर कतार में चार सीटें हैं चारचार के सीटों की लाइंस कसी इसलिए उसने जोर दिया,0520112024_0098_chunk_021
