filename,ground_truth,IC,wav2vec2,Ourmodel
0520112024_0076_chunk_023,अक्षरों में लिखी हुई चिट्ठी नजर आई चिट्ठी पढ़ते ही,अक्षरों में लिखी हुई चिट्ठी नजर आई चिट्ठी पढ़ते ही,अक्चरों में लिखी हुई चिट्ठी नजर आई चिट्ठी पढ़ते ही,अक्सरों में लिखी हुई चिट्ठी नजर आई चिट्ठी पढ़ते ही
0520112024_0076_chunk_024,उन्होंने बहू को गले से लगा लिया और चिट्ठी ससुरजी के हाथों में दे दी चश्मा ना पहने हो ने की,उन्होंने बहू को गले से लगा लिया और चिट्ठी ससुर जी के हाथों में दे दी चश्मा नाप पहनने हो की,उन्होंने बहू को गले से लगा लिया और चिट्ठी सुजी के हाथों में दे दी चस्मा नाप पहने होने की,उन्होंने बहु को गले से लगा लिया और चिट्टी ससोजी के हाथों में दे दी चस्मा ना पहने होने की
0520112024_0076_chunk_025,वजह से चिट्ठी बेटे को देकर पढ़ने के लिए कहा सारी बात समझते ही संपूर्ण घर शांत हो गया सासुमाँ उच्च,की वजह से चिट्ठी बेटे को देकर पढ़ने के लिए कहा सारी बार समझते ही समपूर्ण घर शांत हो गया सासु म उच्च,ी वजह से चिट्ठी बेटे को देकर पढ़ने के लिए कहा सारी बार समझते ही संपूर्ण घर शांत होग या सासूमां उच्च,वजह से चिट्ठी बेटे को देकर पढ़ने के लिए कहा सारी बात ससमझते ही संपूर्ण घर शांत हो गया सासू मा उच
0520112024_0076_chunk_026,स्वर में बोली अरे यह चिट्ठी फ्रेम करानी है यह मेरी बहु को मिली हुई सबसे अनमोल भेट है पूजाघर,अरे यह चिट्ठी फ्रेम करानी है यह मेरी बहू को मिली हुई सबसे अनमोल भेंट है पूजा घर है,सोर में बोली अरे यह चिट्ठी फ्रेम करानी है यह मेरी बहू को मिली हुई सबसे अनमोल भेट है पूजाघर,सोर में बोली अरे यह चिट्ठी फ्रेम करानी है यह मेरी बहु को मिली हुई सबसे अनमूल भेट है पूजा घर
0520112024_0076_chunk_027,के बाजू में ही इसकी फ्रेमिंग होनी चाहिए और फिर सदैव वह फ्रेम अपने शब्दों से संपूर्ण घर और,इसकी फ्रेमिंग होनीाहिए और फिर सदैव वह फ्रेम अपने शब्दों से संपूर्ण घर और घता है,र के बाजूं में ही इसकी फ्रेमिंग होनी चाहिए और फिर सदैव व फ्रेम अपने शब्दों से संपूर्ण घर और,के बाजू में ही इसकी फ्रेमिंग होनी चाहिए और फिर शदेव वह फ्रेम अपने शब्दों से समपूर्ण घर और
0520112024_0076_chunk_028,अगल बगल के वातावरण को अपने अर्थ से महकाती रही और अंतः अगरबत्ती का पैकेट भी खत्म होने के बावजूद भी क्या,अगलबगल के वातावरण को अपने अर्थ से महकाती रही और अंततः अगरबत्ती का पैकेट भी खत्म होने के बावजूद भी क है,र अगलबगल के वातावरण को अपने अर्थ से महकाती रही और अंतः अगरबत्ती का पैकेट भी खत्म होने के बावजूद भीक्या,अगल बगल के वातावरण को अपने अर्थ से महकाती रही और अंतता अगरबत्ती का पैकेट भी खत्म होने के बावजूद भी क्या
0520112024_0076_chunk_029,आप भी ऐसे संस्कार अपनी बेटी को देना चाहेंगे बेटिया दो परिवारों को महकाती है वीडियो अगर पसंद आता है तो वीडियो,बेटियां दो परिवारों को महकाती हैं वीडियो अगर पसंद आता है तो वीडियो पता है,आपभी ऐसे संस्कार अपनी बेटी को देना चाहेंगे बेटिया दो परिवारों को महकाती है वीडियो अगर पसंद आता है तो वीडियो,आप भी ऐसे संस्कार अपनी बेटी को देना चाहेंगे बेटी या दो परिवारों को महकाती है वीडियो अगर पसंद आता है तो वीडियो
0520112024_0076_chunk_030,को प्लीज लाइक शेयर और सब्सक्राइब जरूर करें ताकि मुझे भी मोटिवेशन मिलता रहे धन्यवाद,को प्लीज़ लाइक शेयर और सब्सक्राइब जरूर करें ताकि मुझे भी मोटिवेशन मिलता रहे धन्यवाद,ं को प्लीज लाइक शेयर और सब्स्क्राइब जरूर करें ताकि मुझे भी मॉटिवेशन मिलता रहे धन्यवाद,उको प्लीज लाइक शेयर और सब्स्क्राइब जरूर करें ताकि मुझे भी मॉटीवेशन मिलता रह धन्यवाद
0520112024_0077_chunk_001,नमस्ते बच्चों बोलती बुक्स मे अंजली चैनल पर आपका स्वागत है,नमस्ते बचचों गोलती बुक्सविद अंजलि चैनल पर आपका स्वागत है,नमस्ते बच्चों बोलती बुक्सवेब अंजली चैनल पर आपका स्वागत है,नमस्ते बच्चों बोलते बुक्समेद अंचली चैनल पर आपका स्वागत है
0520112024_0077_chunk_002,आज हम एक प्यारी सी कविता पढ़ेंगे कविता का नाम है खिलौने वाला इसे लिखा है सुभद्रा कुमारी चौहान ने आओ,आज हम एक प्यारी सी कविता पढ़ेंगे कविता का नाम है खिलौने वाला इसे लिखा है सुभद्रा कुमारी चौहान ने,ै आज हम एक प्यारीसी कविता पढ़ेंगे कविता का नाम है खिलौनेवाला इसे लिखा है सुभद्र कुमारी चौहान ने और,आज हम एक प्यारिसी कविता पढ़ेंगे कविता का नाम है खिलौने वाला इसे लिखा है सुभद्रा कुमारी चौहान नेह
0520112024_0077_chunk_003,पढ़ते हैं कविता हरा हरा तोता पिंजरे में गेम एक पैसे वाली,पढ़ कविता हराहरा तोता पिंजरे में गेंद एक पैसे वाली है,पड़ते हैं कविता हराहरा तो ता पिंजरे में गेन एक पैसे वाली,पढ़ते हैं कविता हराहरा तोता पिंचरे में गे एक पैसे वाली
0520112024_0077_chunk_004,छोटी सी मोटर गाड़ी है सर सर सर चलने वाली सीटी भी है कई तरह की कई तरी के सुंदर खे चाबी भर,छोटी सी मोटर गाड़ी है सरसरसर चलने वाली सीटी भी है कई तरह की कई तरह के सुंदर खेल चाबी भर,छोटीसी मोटरगाड़ी है सफसरसर चलने वाली सीटीभी है कई तरह की कई तरह के सुंदर खे चाबी भर,छोटी सी मोटर गाड़ी है सरसरसर चलने वाली सीटी भी है कई तरह की कहीं तरह के सुंदर के चावी भ
0520112024_0077_chunk_005,देने से भग भग करती चलने वाली रेल,देने से भग भक करती चलने वाली,ृदेने से भगप कर ती चलने वाली,देने से भगपकरती चलने वाली
0520112024_0077_chunk_006,गुड़िया भी है बहुत भली सी पहने कानो मे बाली,गुड़िया भी है बहुत भली सी पहने कानों में बाली,े गुड़िया भी है बहुत भलीसी पहने कानूमे बाली,गुडिया भी है बहुत भलीसी पहने कानूमीं बाल
0520112024_0077_chunk_007,छोटासा टी सेट है छोटे छोटे हैं नोटाथाली छोटे छोटे धनुषबाण हैं है छोटी छोटी तलवार नए खिलौने ले लो भैया,छोटा सा टीसेट है छोटे छोटे हैं लोटा थाली छोटे छोटे धनुषबान हैं है छोटी छोटी तलवार नए खिलौने ले लो भैया,छोटासा तीसेटे छोटेछोटे हैं लोटाथाली छोटेछोे धनुषवान हैं है छोटीछोटी तलवारनए खिलौने में लेलो भैया,छोटा सा तीसेटे छोटे छोटे हैं नोटाखाई छोटे छोटे धनुषबान हैं है छोटी छोटी तलवार नए खिलौने लेलो भैया
0520112024_0077_chunk_008,जोर जोर से वह रहा पुकार मनु ने गुड़िया ले ली है मोहन ने मोटरगाड़ी मचल मचल सरला कहती है मां,जोर जोर से वह रहा पुकार मन्नू ने गुड़ियाँ ले ली है मोहन ने मोटर गाड़ी मचल मचल सरला कहती है म,ा जोरजोर से वह राहा पुकार मनु ने गुड़िया ले ली है मोहन ने मोटरगाड़ी मचल मचल सर्ला कहती है मां,जोर जोर से वैरहा पुका मनू ने गुड़िया लेली है मोहन ने मोटरगाड़ी मचल मचल सरला कहती है मा
0520112024_0077_chunk_009,से लेने को साड़ी कभी खिलौने वाला भी मां क्या साड़ी ले आता है साड़ी तो वह कपड़े वाला कभीकभी,कभी खिलौने वाला भी मा क्या साड़ी ले आता है साड़ी तो वह कपड़े वाला कभी कभीता है,से लेने को साड़ी कभी खिलौने वाला भी मां क्या साड़ी ले आता है साड़ी तो वह कपड़े वाला कभीकभी,से लेने को सारी कभी खिलौने वाला भीमा क्या साढी ले आता है साडी तो ग  कपड़े वाला कभी कभी
0520112024_0077_chunk_010,दे जाता है,तो है,िदे जाता है,े जाता है
0520112024_0077_chunk_011,मां तुमने तो ला करके मुझे दे दिए पैसे चार कौन खिलौना लेता हूं मैं तुम भी मन से करो,मां तुमने तो ला करके मुझे दे दिए पैसे चार कौन खिलौना लेता हूं मैं तुम भी मन से करो,मां तुमने तो ला करके मुझे दे दिए पैसे चा कौन खिलौना लेता हूं मैं तुमभी मन से करू,माँ तुमने तो ला कर के मुझे दे दिए पैसे चा कौन खिलौना लेता हूँ मैं तुम भी मन से करो
0520112024_0077_chunk_012,विचार,विचार,विचार,
0520112024_0077_chunk_013,तुम सोचोगे मैं ले लूंगा तोता बिल्ली मोटर रेल पर मा यह मै कभी न लूंगा ये तो है बच्चों के खेल,तुम सोचोगी मैं ले लूंगा तोता बिल्ली मोटर रे परमा यह मैं कभी न लूंगा ये तो हैं बच्चों के खेल,तुम सोचोगि मैं ले लूंगा तोताबिली मोटर रे पर मा यह मैं कभी न लूंगा ये तो है बच्चों के खेल,तुम सोचोगी मैं ले लूँगा तोताबिलली मोटर रे पर मा ये है मैं कभी न लूँगा ये तो हैं बच्चों के खेल
0520112024_0077_chunk_014,मैं तलवार खरीदूंगा मां या मैं लूंगा तीरकमान जंगल में जा किसी ताड़का को मारूंगा राम समान,मैं तलवार खरीदूंगा मां या मैं लूंगा तीर कमान जंगल में जा किसी ताड़का को मारूंगा राम सममान,मैं तलवार खरीदूंगा मां या मैं लूंगा तीरकमा जंगल मेजा किसी ताड़का को मारूंगा रामसमान,मैं तलवार खरीदूंगा मा या मैं लूंगा तीर कमा जंगल मेजा किसी ताड़का को मारूंगा रामसमान
0520112024_0077_chunk_015,तपस्वी यज्ञ करेंगे अवसरों को मैं मार भगाऊंगा युही ही कुछ दिन करते करते रामचंद्र बन जाऊंगा यहीं रहूंगा कौशल्या,तपस्वी य करेंगे असरों को मैं मार भगाऊंगा यूहीं कुछ दिन करते करते रामचंद्र बन जाऊंगा यहीं रहूंगा कौशल,तपस्नी यक करेंगी अफसरों को मैं मार भगाऊंगा यूं ही कुछ दिन करते करते रामचंद्र बन जाऊंगा यहीं रहूंगा कौशल,तपसवी यक करेंगे अबसुरों को मैं मार भगाऊंगा यो ही कुछ दिन करते करते रामचंद्र बन जाऊंगा यही रहूंगा कौशल
0520112024_0077_chunk_016,या मैं तुमको यहीं बनाऊंगा तुम कह दोगी वन जाने को हसते हसते जाऊंगा,मैं तुमको यही बनाऊंग तुम कह दोगी वन जाने को हंसते हंस जाओऊंगा,लया मैं तुमको यहीं बनाऊंगा तुम कह दोगि बनजाने को हसे हंस्ते जाऊंगा,लया मैं तुमको यही बनाऊंगा तुम कह दोगी वं जाने को हस से हसते जाऊंगा
0520112024_0077_chunk_017,पर मां बिना तुम्हारे वन में मैं कैसे रह पाऊंगा दिन भर घूमूंगा जंगल में लौट कहा पर आऊँगा किससे,पर मां बिना तुम्हारे मन में मैं कैसे रह पाऊंगा दिन भर घूमूंगा जंगल में लॉट कहां पर रहऊंगा किससे ल,ा पर मां बिना तुम्हारे वन में मैं कैसे रह पाऊंगा दिन भर घूमूंगा जंगल में लौट कहां पर रहूंगा किसे,पर मां बिना तुम्हारे वन में मैं कैसे रह पाऊंगा दिन भर घूमूंगा जंगल में लौट कहाँ पर रहूंगा किससे
0520112024_0077_chunk_018,लूंगा पैसे रूठूंगा तो कौन मना लेगा कौन प्यार से बिठा गोद में मनचाही चीजें देगा आप लोगों का फेवरेट खिलौना कौनसा है,पैसे रूठूंगा तो कौन मना लेगा कौन प्यार से बिठा गोद में मनचाही चीजें देगा आप लोगों का फेवरेट खिलौना कौनौ सा है,लूंगा पैसे रूखूंगा तो कौन मना लेगा कौन प्यार से बिठागोद में मनचाही चीजें देगा आप लोगों का फिवरिक खिलौना कौनसा है,लूंगा पैसे रूखूंगा तो कौन बना लेगा कौनप्यार से बिठागोद में मन चाहिए चीज़ें देगा आप लोगों का फिवरट खिलाना कौन सा है
0520112024_0077_chunk_019,मुझे तो गुड़िया के साथ खेलना बहुत अच्छा लगता है,मुझे तो गुड़िया के साथ खेलना बहुत अच्छा लगता है,मुझे तो गुऱिया के साथ खेलना बहुत अच्छा लगता है,मुझे तो गुड़िया के साथ खेलना बहुत अच्छा लगता है
0520112024_0078_chunk_001,एक भिखारी एक दिन सुबह अपने घर के बाहर,एक भिखारी एक दिन सुबह अपने घर के बाहर,एक बिखारी एक दिन सुबह अपने घर के बाहर,एक बिखारी एकतीन सुबह अपने घर के बाहर
0520112024_0078_chunk_002,निकला,निकला,स निकला,निकला
0520112024_0078_chunk_003,उस दिन त्योहार का दिन था उसने सोचा कि आज गांव में बहुत भिक्षा मिलने की संभावना है वो अपनी,उस दिन त्यौहार का दिन था उसने सोचा की आज गाँव में बहुत भिक्षा मिलने की संभावना है वो अपनी,उस दिन त्यौहार का दिन था उसने सोचा कि आज गांव में बहुत भिक्षा मिलने की संभावना है वो अपनी,उस दिन त्यौहार का दिन था उसने सोचा कि आज गाँव में बहुत भीक्चा मिलने की संभावना है वो अपनी
0520112024_0078_chunk_004,झोली में थोड़े से चावल दाने डालकर बाहर आया क्योंकि झोली अगर भरी दिखाई पड़े तो देने वाले को आसानी,झोली में थोड़े से चावल दाने डालकर बाहर आया क्योंकि झोली अगर भरी दिखाई पड़े तो देने वाले को आसानी,झोली में थोड़े से चावल दाने डालकर बाहर आया क्योंकि झोली अगर भरी दिखाई पड़े तो देने वाले को आसानी,झोली में थोड़ी से चावल दाने डाल कर बाहर आया क्योंकि झोली अगर भरी दिखाई पड़े तो देने वाले को आसानी
0520112024_0078_chunk_005,होता है लोगों को लगता है कि किसी और ने भी भिक्षा दिया है अभी सुबह होने ही वाला था रास्ता,लोगों को लगता है कि किसी और ने भी भिकषा दिया है अभी सुबह होने वाला था रास्ता था,होता है लोगों को लगता है कि किसी और ने भी भीषा दिया है अभी सुबह होनही वाला था रास्ता,होता है लोगों को लगता है कि किसी और ने भी भीक्षा दिया है अभी सुबह होनेही वाला था रास्ता
0520112024_0078_chunk_006,भी सुनसान है लोग अभी जग ही रहे हैं तभी उसे मार्ग पर आते ही सामने से राजा का रथ आता,ान लोग अभी जग ही रहे हैं तभी उसे मार्ग पर आते ही सामने से राजा का रथ आताता है,भी सुनसान है लोग अभी जगी रहे हैं तभी उसे मार्ग पर आते ही सामने से राजा का रथ आता,भी सुनसान है लोग अभी जगी रहे हैं तभी उसे मार्ग पर आते ही सामने से राजा का रथ आता
0520112024_0078_chunk_007,हुआ नजर आता है सोचता है आज राजा से अच्छी भिख मिल जाएगी राजा का रथ उसके पास आकर रुक,सोचता है आज राजा से अच्छी भीख मिल जाएगी राजा का रथ उसके पास आकर रुप जाता है,हुआ नजर आता है सोचता है आज राजा से अच्छी भीग मिल जाएगी राजा का रथ उसके पास आकर रुख,हुआ नजर आता है सोचता है आज राजा से अच्छी भीक मिल जाएगी राजा का रथ उसके पास आकर रुक
0520112024_0078_chunk_008,जाता है,जा,जाता है,जाता है
0520112024_0078_chunk_009,उसने सोचा धन्य है मेरे भाग्य आज तक कभी राजा से भिक्षा नहीं मांग पाया क्योंकि द्वारपाल बाहर से,उसने सोचा धन्य है मेरे भाग्य आज तक कभी राजा से भिक्षा नहीं माँंग पाया क्योंकि द्वारपाल बाहर से,उसने सोचा धन्य है मेरे भाग्य आज तक कभी राजा से भीक्षा नहीं मांग पाया क्योंकि द्वारपाल बाहर से,उसमें सोचा धन्य है मेरे भागय आज तक कभी राजा से भीक्षा नहीं मांग पाया क्योंकि द्वारपाल बाहर से
0520112024_0078_chunk_010,ही लौटा देते हैं आज राजा स्वयं ही मेरे सामने आकर रुक गए हैं,ौ आज राजा स्वयं ही मेरे सामने आकर रुक गए हैं और हैं,ही लौटा देते हैं आज राजा स्वयं भी मेरे सामने आकर रुक गए है,ही लौटा देते हैं आज राजा स्वयं भी मेरे सामने आकर रुक गए है
0520112024_0078_chunk_011,भिखारी ये सोच ही रहा होता है अचानक राजा उसके सामने एक याचिका की भांति खड़ा होकर उसे भिक्षा देने की,भिखारी यह सोच ही रहा होता है अचानक राजा उसके सामने एक याचिका की भांति खड़ा होकर उसे भिक्षा देने की म है,बिखारी ये सोची रहा होता है अचानक राजा उसके सामने एक याचिका की भांति खड़ा होकर उसे भीक्षा देने की,भिखारीये सोची रहा होता है अचानक राजा उसके सामने एक याचिका की बाती खड़ा होकर उसे भिक्षा देने की
0520112024_0078_chunk_012,मांग करने लगते हैं राजा कहते हैं कि,राजा कहते हैं कि यहते है,मांग करने लगते हैं राजा कहते हैं कि,मांग करने लगते हैं राजा कहते हैं कि
0520112024_0078_chunk_013,आज देश पर बहुत बड़ा संकट आए या हुआ है पंडितों ने कहा है,देश पर बहुत बड़ा संकट आया हुआ है पंडितों ने कहा है,ि आज देश पर बहुत बड़ा संकट आया हुआ है पंडितों ने कहा है,आज देश पर बहुत बड़ा संकट आया हुआ है पंडितों ने कहा है
0520112024_0078_chunk_014,इस संकट से उभरने के लिए यदि मैं अपना सब कुछ त्याग कर एक याचिका की भांति भिक्षा ग्रहण करके,इस संकट से उबरने के लिए यदि मैं अपना सब कुछ त्याग कर एक याचिका की भांति भिक्षा ग्रहण करके आ,े इस संकट से उबरने के लिए यदि मैं अपना सबकुछ त्याग कर एक याचिका की भाति भीक्षा ग्रहण करके,इस संकट से उबरने के लिए यदि मैं अपना सबकुछ त्याग कर े  याचिका की भाती भिक्षा ग्रहण करके
0520112024_0078_chunk_015,लाऊंगा,ल,लाऊँगा,लागा
0520112024_0078_chunk_016,तभी इसका उपाय संभव है तुम आज मुझे पहले आदमी मिले हो इसलिए मैं तुमसे भिक्षा मांग रहा हूं यदि,भ है तुम आज मुझे पहले आदमी मिले हो इसलिए मैं तुमसे भिक्षा मांग रहा हूं यदि,तभी इसका उपाय संभव है तुम आज मुझे पहले आदमी मिले हो इसलिए मैं तुमसे भीक्षा मांग रहा हूं यदि,तभी इसका उपाय संभव है तुम आज मुझे पहले आदमी मिले हो इसलिए मैं तुमसे भीकषा मांग रहा हूँ यदि
0520112024_0078_chunk_017,तुमने मना कर दिया तो देश का संकट टल नहीं पाएगा इसलिए तुम मुझे भिक्षा में कुछ भी दे,इसलिए तुम मुझे भिकषा में कुछ भी दे है,तुमने मना कर दिया तो देश का संकट टल नहीं पाएगा इसलिए तुम मुझे भीक्षा में कुछ भी दे,तुमने मना कर दिया तो देश का संकट टल नहीं पाएगा इसलिए तुम मुझे भीक्षा में कुछ भी दे
0520112024_0078_chunk_018,दो भिखारी तो सारा जीवन मांगता ही आया था कभी देने के लिए उसका हाथ उठा ही नहीं था सोच,भिखारी तो सारा जीवन माँगता ही आया था कभी देने के लिए उसका हाथ उठा ही नहीं था सोच,े दो भिखारी तो सारा जीवन मांगता ही आया था कभी देने के लिए उसका हाथ उठा ही नहीं था सोच,दो भिखारी तो सारा जीवन मांगता ही आया था कभी देने के लिए उसका हाथ उठा ही नहीं था सो
0520112024_0078_chunk_019,में पड़ गिया कि ये,तो है,में पड़ गिया कि ये,मैं पढ़ गया कि ये
0520112024_0078_chunk_020,आज कैसा समय आ गया है एक भिखारी से भिक्षा मांगी जा रही है और मना भी नहीं कर सकता,आज कैसा समय आ गया है एक भिखारी से भिक्षा मांगी जा रही है और मना भी नहीं कर सकता है,क आज कैसा समय आ गया है एक बिखारी से भीक्षा मांगी जा रही है और मना भी नहीं कर सकता,आज कैसा समय आ गया है एक भीखारी से भीक्षा मांगी जा रही है और मना भी नहीं कर सकता
0520112024_0078_chunk_022,खुश होकर आगे भिक्षा मांगने चला गया,खुश होकर आगे भिक्षा मांगने चला गया,खुश होकर आगे भीक्चा मांगने चला गया,खुश होकर  आगे भीक्चा मांगने चला गया
0520112024_0078_chunk_023,सब ने उसे उस राजा को बढ़चढ़कर भिक्षा दी परंतु भिखारी को चावल के दाने के जाने का गम भी,सब ने उसे उस राजा को बढ़ चढ़ कर भिक्षा दी परनतु भिखारी को चावल के दाने के जाने का गम भी,सब ने उसे उस राजा को बढ़चढ़कर भिकषा दी परंतु बिखारी को चावल के दाने के जाने का गम भी,सब ने उसे उस राजा को बढ़ चड़कर भिक्षा दी परनतु बिखारी को चावल के दाने के जाने का गम भी
0520112024_0078_chunk_024,सताने लगा जैसे तैसे शाम को वह घर आया भिखारी की पत्नी ने भिखारी की झोली पलटी तो उसमे उसे,जैसे तैसे शाम को वह घर आया भिखारी की पत्नी ने भिखारी की झोली पलटी तो उसम उसेसे,ी सताने लगा जैसे तैसे शाम को वो घर आया भिखारी की पत्नी ने भिखारी की झोली पलटी तो उसमें उसे,सताने लगा जैसे तैसे शाम को वो घर आया भिखारी की पत्नी ने भिखारी की जोली पलटी तो उसमें उसे
0520112024_0078_chunk_025,भीख के अंदर एक सोने का चावल का दाना भी नजर आया,भीख के अंदर एक सोने का चावल का दाना भी नजर आया,े भीख के अंदर एक सोने का चावल का दाना भी नजर आया,भीक के अंदर एक सोने का चावल का दाना भी नजर आया
0520112024_0078_chunk_026,भिखारी की पत्नी ने उसे जब उस सोने के दाने के बारे मे बताया तो वो भिखारी छाती पीटकर रोने,भिखारी की पत्नी ने उसे जब उस सोने के दने के बारे में बताया तो वह भिखारी छाती पीट कर रोने लगा,बिखारी की पत्नी ने उसे जब उस सोने के दारने के बारे में बताया तो वह भिखारी छाती पीठ कर रोने,भिकारी की पत्नी ने उसे जब उस सोने के दारने के बारे में बताया तो वो बिखारी छाती पीठ कर रोन है
0520112024_0078_chunk_027,लगा,लगा,लगा,लग
0520112024_0078_chunk_028,जब उसकी पत्नी ने रोने का कारण पूछा तो उसने सारी बात उसे बताई,जब उसकी पत्नी ने रोने का कारण पूछा तो उसने सारी बात उसे बताई,जब उसकी पत्नी ने रोने का कारण पूछा तो उसने सारी बात उसे बताई,जब उसकी पत्नी ने रोने का कारण पूछा तो उसमें सारी बात उसे बताई
0520112024_0078_chunk_029,उसकी पत्नी ने कहा तुम्हें पता नहीं कि जो दान हम देते हैं वही हमारे लिए स्वर्ण है जो हम,उसकी पत्नी ने कहा तुम्हें पता नहीं कि जो दान हम देते हैं वही हमारे लिए स्वर्ण है जो हमते हैं,उसकी पत्नी ने कहा तुम्हें पता नहीं कि जो दान हम देते हैं वही हमारे लिए स्वर्ण है जो हम,उसकी पत्नी ने कहा तुम्हें पता नहीं कि जो दान हम देते हैं वही हमारे लिए सवण है जो हम
0520112024_0078_chunk_030,इकट्ठा कर लेते हैं वो सदा के लिए मिट्टी का होता हो जाता है,हम इकट्ठा कर लेते हैं वो सदा के लिए मिट्टी का होता हो जाता है,म इकट्ठा कर लेते हैं वो सदा के लिए मिट्टी का होहो जाता है,इकट्ठा करलेते हैं वो सदा के लिए मिट्टी का हो हो जाता है
0520112024_0078_chunk_031,उस दिन से उस भिखारी ने भिक्षा मांगनी छोड़ दी और मेहनत करके अपना तथा परिवार का भरण पोषण करने,उस दिन से उस भिखारी ने भिक्षा मांगनी छोड़ दी और मेहनत करके अपना तथा परिवार का भलन पोषण करने लगे,उस दिन से उस भिकारी ने भीक्षा मांगनी छोड़ दी और मेहनत करके अपना तथा परिवार का भलनपोषण करने,उस दिन से उस बीकारी ने भिक्षा मांगी छोड़ दी और मेहनत करके अपना तथा परिवार का भलन पोषण करने
0520112024_0078_chunk_032,लगा,लगा,लगा,
0520112024_0078_chunk_033,जिसने सदा दूसरों के आगे हाथ फैलाकर भीख मांगी थी अब खुले हाथ से दान पुण्य करने लगा धीरे धीरे उसके दिन भी,जिसने सदा दूसरों के आगे हाथ फैलाकर भीख मांगी थी अब खुले हाथ से दान्य पुण्य करने लगा धीरेधीरे उसके दिन भी,जिसने सदा दूसरों के आगे हाथ फैलाकर भीक मांगी थी अब खुले हाथ से दान्यपुन करने लगा धीरेधीरे उसके दिन भी,जिसने सता दूसरों के लिए आगे हाथ फहलाकर भीक मांगी थी अब खुले हाथ सिसे दान्य पु्न करने लगा धीरेधीरे उसके दिन भी
0520112024_0078_chunk_034,बदलने लगे,तो ब है,बदलने लगे,बदलने लगे
0520112024_0078_chunk_035,जो लोग सदा उसे दूरी बनाया करते थे अब उसके समीप आने लगे,जो लोग सदा उससे दूरी बनाया करते थे अब उसके समीप आने लगे थे,जो लोग सदा उसे दूरी बनाया करते थे अब उसके समीप आने लगे,जो लोग सदा उससे दूरी बनाया करते थे अब उसके समीप आने लगे
0520112024_0078_chunk_036,वो एक भिखारी की जगह दानी के नाम से जाना जाने लगा,वो एक भिखारी की जगह दानी के नाम से जाना जाने लगा है,वो एक भिखारी की जगह दानी के नाम से जाना जाने लगा,वो एक भिखारी की जगह दानी के नाम से जाना जाने लगा
0520112024_0078_chunk_037,इस कहानी से हमें यह शिक्षा मिलती है कि जिस मनुष्य की प्रवृति देनी की होती है उसे कभी किसी,इस कहानी से हमें यह शिक्षा मिलती है कि जिस मनुष्य की प्रवृत्ति देने की होती है उसे कभी किसी,ा इस कहानी से हमें यह शिक्षा मिलती है कि जिस मनुष्य की प्रवृ्ति देने की होती है उसे कभी किसी,इस कहानी से हमें यह शिक्षा मिलती है कि जिस मनुष्य की प्रवृति देनी की होती है उसे कभी किसी
